,GO_ID,GO_term,GO_term_count
5190,GO:1902287,semaphorin-plexin signaling pathway involved in axon guidance,2
4787,GO:1901838,positive regulation of transcription of nucleolar large rRNA by RNA polymerase I,2
4780,GO:0071456,cellular response to hypoxia,2
5221,GO:0004698,calcium-dependent protein kinase C activity,2
4701,GO:0010718,positive regulation of epithelial to mesenchymal transition,2
4283,GO:0034647,histone demethylase activity (H3-trimethyl-K4 specific),2
4635,GO:0140293,ADP-ribosylglutamate hydrolase activity,2
5973,GO:0051016,barbed-end actin filament capping,2
5971,GO:0051014,actin filament severing,2
4640,GO:0031047,gene silencing by RNA,2
4634,GO:0140291,peptidyl-glutamate ADP-deribosylation,2
5271,GO:0007005,mitochondrion organization,2
815,GO:0050728,negative regulation of inflammatory response,2
4631,GO:0042278,purine nucleoside metabolic process,2
4627,GO:0009617,response to bacterium,2
5269,GO:0006513,protein monoubiquitination,2
5252,GO:0051091,positive regulation of DNA-binding transcription factor activity,2
4698,GO:0009791,post-embryonic development,2
4694,GO:0007569,cell aging,2
5247,GO:0038033,positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway,2
5254,GO:0089700,protein kinase D signaling,2
5258,GO:0000151,ubiquitin ligase complex,2
5266,GO:0004842,ubiquitin-protein transferase activity,2
4660,GO:0050918,positive chemotaxis,2
4818,GO:0006930,"substrate-dependent cell migration, cell extension",2
4839,GO:0043531,ADP binding,2
15,GO:0003990,acetylcholinesterase activity,2
5028,GO:0043124,negative regulation of I-kappaB kinase/NF-kappaB signaling,2
5026,GO:0035871,protein K11-linked deubiquitination,2
5024,GO:0008234,cysteine-type peptidase activity,2
5093,GO:0050852,T cell receptor signaling pathway,2
5030,GO:0070536,protein K63-linked deubiquitination,2
5094,GO:0051493,regulation of cytoskeleton organization,2
5096,GO:0060996,dendritic spine development,2
5101,GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,2
4996,GO:0015630,microtubule cytoskeleton,2
5056,GO:0004931,extracellularly ATP-gated cation channel activity,2
5072,GO:0004505,phenylalanine 4-monooxygenase activity,2
5067,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",2
5073,GO:0006559,L-phenylalanine catabolic process,2
5061,GO:0098655,cation transmembrane transport,2
5041,GO:0007595,lactation,2
5080,GO:0023014,signal transduction by protein phosphorylation,2
5083,GO:0031098,stress-activated protein kinase signaling cascade,2
5087,GO:0035722,interleukin-12-mediated signaling pathway,2
4985,GO:0003360,brainstem development,2
4868,GO:0035023,regulation of Rho protein signal transduction,2
4894,GO:0016580,Sin3 complex,2
4893,GO:0007623,circadian rhythm,2
5991,GO:0035064,methylated histone binding,2
4878,GO:0000118,histone deacetylase complex,2
5163,GO:0046488,phosphatidylinositol metabolic process,2
4976,GO:1902533,positive regulation of intracellular signal transduction,2
4855,GO:0030050,vesicle transport along actin filament,2
4847,GO:0060976,coronary vasculature development,2
4843,GO:0050885,neuromuscular process controlling balance,2
4900,GO:0035257,nuclear hormone receptor binding,2
4970,GO:0098985,"asymmetric, glutamatergic, excitatory synapse",2
5123,GO:0032922,circadian regulation of gene expression,2
4955,GO:0089717,spanning component of membrane,2
557,GO:0042982,amyloid precursor protein metabolic process,2
4930,GO:0035418,protein localization to synapse,2
4928,GO:0032230,"positive regulation of synaptic transmission, GABAergic",2
4917,GO:0045171,intercellular bridge,2
4619,GO:1900223,positive regulation of amyloid-beta clearance,2
4616,GO:0150094,amyloid-beta clearance by cellular catabolic process,2
4405,GO:0005251,delayed rectifier potassium channel activity,2
4422,GO:0033169,histone H3-K9 demethylation,2
4417,GO:0019827,stem cell population maintenance,2
4409,GO:0043194,axon initial segment,2
4401,GO:1990573,potassium ion import across plasma membrane,2
4427,GO:0051864,histone demethylase activity (H3-K36 specific),2
4397,GO:0055075,potassium ion homeostasis,2
5373,GO:1905477,positive regulation of protein localization to membrane,2
4391,GO:0006813,potassium ion transport,2
5361,GO:1903202,negative regulation of oxidative stress-induced cell death,2
1029,GO:0007608,sensory perception of smell,2
4444,GO:0032525,somite rostral/caudal axis specification,2
5355,GO:1902236,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,2
4451,GO:0044666,MLL3/4 complex,2
1031,GO:0008355,olfactory learning,2
1065,GO:0030317,flagellated sperm motility,2
4431,GO:0032453,histone demethylase activity (H3-K4 specific),2
4438,GO:0001843,neural tube closure,2
4436,GO:0051213,dioxygenase activity,2
4434,GO:0034720,histone H3-K4 demethylation,2
4384,GO:0090398,cellular senescence,2
4382,GO:0070776,MOZ/MORF histone acetyltransferase complex,2
5397,GO:0001649,osteoblast differentiation,2
1317,GO:0005844,polysome,2
5394,GO:0001541,ovarian follicle development,2
1326,GO:0010586,miRNA metabolic process,2
1346,GO:0016442,RISC complex,2
1348,GO:0016525,negative regulation of angiogenesis,2
1350,GO:0031054,pre-miRNA processing,2
4286,GO:0034721,"histone H3-K4 demethylation, trimethyl-H3-K4-specific",2
4316,GO:0004468,"lysine N-acetyltransferase activity, acting on acetyl phosphate as donor",2
5393,GO:0071949,FAD binding,2
4374,GO:0016573,histone acetylation,2
4372,GO:0006334,nucleosome assembly,2
5389,GO:0010133,proline catabolic process to glutamate,2
1267,GO:0090543,Flemming body,2
1286,GO:0000993,RNA polymerase II complex binding,2
5950,GO:0005694,chromosome,2
4325,GO:0006473,protein acetylation,2
4571,GO:0016964,alpha-2 macroglobulin receptor activity,2
5307,GO:0042981,regulation of apoptotic process,2
4577,GO:0032092,positive regulation of protein binding,2
5309,GO:0043130,ubiquitin binding,2
4573,GO:0030178,negative regulation of Wnt signaling pathway,2
4581,GO:0032593,insulin-responsive compartment,2
4565,GO:0010875,positive regulation of cholesterol efflux,2
5312,GO:0043388,positive regulation of DNA binding,2
820,GO:0050862,positive regulation of T cell receptor signaling pathway,2
5305,GO:0042053,regulation of dopamine metabolic process,2
4464,GO:0061665,SUMO ligase activity,2
5295,GO:0031648,protein destabilization,2
4614,GO:0150093,amyloid-beta clearance by transcytosis,2
5289,GO:0031396,regulation of protein ubiquitination,2
4610,GO:0097242,amyloid-beta clearance,2
5296,GO:0032232,negative regulation of actin filament bundle assembly,2
4586,GO:0034185,apolipoprotein binding,2
4597,GO:0043395,heparan sulfate proteoglycan binding,2
4595,GO:0042953,lipoprotein transport,2
4544,GO:1990269,RNA polymerase II C-terminal domain phosphoserine binding,2
4542,GO:1904837,beta-catenin-TCF complex assembly,2
4483,GO:0021766,hippocampus development,2
5339,GO:0085020,protein K6-linked ubiquitination,2
4496,GO:0045184,establishment of protein localization,2
5344,GO:0098779,positive regulation of mitophagy in response to mitochondrial depolarization,2
4486,GO:0030155,regulation of cell adhesion,2
981,GO:0005929,cilium,2
982,GO:0006171,cAMP biosynthetic process,2
4474,GO:0015631,tubulin binding,2
830,GO:0004016,adenylate cyclase activity,2
5320,GO:0051583,dopamine uptake involved in synaptic transmission,2
4538,GO:0032968,positive regulation of transcription elongation from RNA polymerase II promoter,2
822,GO:0060169,negative regulation of adenosine receptor signaling pathway,2
5325,GO:0060548,negative regulation of cell death,2
4522,GO:0043257,laminin-8 complex,2
4518,GO:0042476,odontogenesis,2
4513,GO:0005607,laminin-2 complex,2
5334,GO:0070936,protein K48-linked ubiquitination,2
5494,GO:0008046,axon guidance receptor activity,2
3017,GO:0040001,establishment of mitotic spindle localization,2
2079,GO:0031293,membrane protein intracellular domain proteolysis,2
2081,GO:0032580,Golgi cisterna membrane,2
3477,GO:0001731,formation of translation preinitiation complex,2
3474,GO:0006470,protein dephosphorylation,2
5735,GO:1902895,positive regulation of pri-miRNA transcription by RNA polymerase II,2
5656,GO:0098713,leucine import across plasma membrane,2
3469,GO:1904724,tertiary granule lumen,2
3018,GO:0043515,kinetochore binding,2
3020,GO:0045180,basal cortex,2
2078,GO:0016485,protein processing,2
3493,GO:0008150,biological_process,2
3514,GO:0060070,canonical Wnt signaling pathway,2
3512,GO:0045111,intermediate filament cytoskeleton,2
3014,GO:0035371,microtubule plus-end,2
3505,GO:0030177,positive regulation of Wnt signaling pathway,2
3503,GO:0021852,pyramidal neuron migration,2
3501,GO:0021846,cell proliferation in forebrain,2
3498,GO:0010975,regulation of neuron projection development,2
3496,GO:0005871,kinesin complex,2
3466,GO:1900029,positive regulation of ruffle assembly,2
3444,GO:0045773,positive regulation of axon extension,2
3439,GO:0044294,dendritic growth cone,2
3037,GO:0090307,mitotic spindle assembly,2
3437,GO:0043312,neutrophil degranulation,2
2096,GO:0070765,gamma-secretase complex,2
2106,GO:0002052,positive regulation of neuroblast proliferation,2
5726,GO:0071141,SMAD protein complex,2
3040,GO:1904261,positive regulation of basement membrane assembly involved in embryonic body morphogenesis,2
3429,GO:0035580,specific granule lumen,2
3042,GO:0009966,regulation of signal transduction,2
2095,GO:0048013,ephrin receptor signaling pathway,2
3022,GO:0045921,positive regulation of exocytosis,2
5659,GO:1903801,L-leucine import across plasma membrane,2
3460,GO:0090724,central region of growth cone,2
2085,GO:0042987,amyloid precursor protein catabolic process,2
3453,GO:0051602,response to electrical stimulus,2
3450,GO:0048675,axon extension,2
2087,GO:0043085,positive regulation of catalytic activity,2
1858,GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,2
3607,GO:0031258,lamellipodium membrane,2
5611,GO:0040018,positive regulation of multicellular organism growth,2
2716,GO:0002040,sprouting angiogenesis,2
2715,GO:0001954,positive regulation of cell-matrix adhesion,2
5614,GO:0047485,protein N-terminus binding,2
2978,GO:0000777,condensed chromosome kinetochore,2
5641,GO:0015190,L-leucine transmembrane transporter activity,2
5746,GO:0043044,ATP-dependent chromatin remodeling,2
5619,GO:0090494,dopamine uptake,2
2983,GO:0005876,spindle microtubule,2
2985,GO:0005881,cytoplasmic microtubule,2
1942,GO:0010039,response to iron ion,2
3652,GO:0033588,elongator holoenzyme complex,2
3650,GO:0008023,transcription elongation factor complex,2
2959,GO:0001917,photoreceptor inner segment,2
2962,GO:0045494,photoreceptor cell maintenance,2
5597,GO:0005330,dopamine:sodium symporter activity,2
2964,GO:0055074,calcium ion homeostasis,2
2967,GO:0072562,blood microparticle,2
3627,GO:0010977,negative regulation of neuron projection development,2
3593,GO:0030855,epithelial cell differentiation,2
5628,GO:0015189,L-lysine transmembrane transporter activity,2
5895,GO:0080111,DNA demethylation,2
3553,GO:0019900,kinase binding,2
5630,GO:0097638,L-arginine import across plasma membrane,2
3550,GO:0009790,embryo development,2
3539,GO:0090141,positive regulation of mitochondrial fission,2
3529,GO:0007626,locomotory behavior,2
5637,GO:0015175,neutral amino acid transmembrane transporter activity,2
5741,GO:0003407,neural retina development,2
3566,GO:0097120,receptor localization to synapse,2
5622,GO:0000064,L-ornithine transmembrane transporter activity,2
2012,GO:0043967,histone H4 acetylation,2
3580,GO:0099572,postsynaptic specialization,2
3165,GO:0070593,dendrite self-avoidance,2
2052,GO:0048156,tau protein binding,2
5624,GO:0006865,amino acid transport,2
2988,GO:0007026,negative regulation of microtubule depolymerization,2
2658,GO:0007163,establishment or maintenance of cell polarity,2
3416,GO:0031529,ruffle organization,2
2383,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,2
3097,GO:0038171,cannabinoid signaling pathway,2
3247,GO:0017148,negative regulation of translation,2
3113,GO:0045776,negative regulation of blood pressure,2
3115,GO:0045777,positive regulation of blood pressure,2
3121,GO:0060135,maternal process involved in female pregnancy,2
2384,GO:0008331,high voltage-gated calcium channel activity,2
2387,GO:0030506,ankyrin binding,2
3265,GO:1900153,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",2
3269,GO:0002931,response to ischemia,2
3284,GO:0042149,cellular response to glucose starvation,2
2321,GO:0035815,positive regulation of renal sodium excretion,2
2323,GO:0042277,peptide binding,2
2326,GO:0042711,maternal behavior,2
2328,GO:0042713,sperm ejaculation,2
2331,GO:0045907,positive regulation of vasoconstriction,2
3091,GO:0032228,"regulation of synaptic transmission, GABAergic",2
3093,GO:0032496,response to lipopolysaccharide,2
3221,GO:0044224,juxtaparanode region of axon,2
5834,GO:0000781,"chromosome, telomeric region",2
2452,GO:0035865,cellular response to potassium ion,2
2441,GO:0032870,cellular response to hormone stimulus,2
3196,GO:0021756,striatum development,2
2421,GO:1990454,L-type voltage-gated calcium channel complex,2
2422,GO:0001518,voltage-gated sodium channel complex,2
2424,GO:0005244,voltage-gated ion channel activity,2
2429,GO:0006936,muscle contraction,2
2434,GO:0008332,low voltage-gated calcium channel activity,2
3167,GO:0098632,cell-cell adhesion mediator activity,2
5841,GO:0003720,telomerase activity,2
2406,GO:0086007,voltage-gated calcium channel activity involved in cardiac muscle cell action potential,2
5848,GO:0031627,telomeric loop formation,2
2413,GO:0099635,voltage-gated calcium channel activity involved in positive regulation of presynaptic cytosolic calcium levels,2
2415,GO:0099703,induction of synaptic vesicle exocytosis by positive regulation of presynaptic cytosolic calcium ion concentration,2
2486,GO:2000344,positive regulation of acrosome reaction,2
2418,GO:1901379,regulation of potassium ion transmembrane transport,2
2479,GO:0086010,membrane depolarization during action potential,2
3286,GO:0043022,ribosome binding,2
5880,GO:1904430,negative regulation of t-circle formation,2
2151,GO:0005770,late endosome,2
2167,GO:0030136,clathrin-coated vesicle,2
3064,GO:0004949,cannabinoid receptor activity,2
2176,GO:0043533,"inositol 1,3,4,5 tetrakisphosphate binding",2
3066,GO:0005741,mitochondrial outer membrane,2
3071,GO:0007584,response to nutrient,2
2194,GO:0045332,phospholipid translocation,2
2196,GO:0140326,ATPase-coupled intramembrane lipid transporter activity,2
3073,GO:0008144,drug binding,2
2594,GO:0042995,cell projection,2
3414,GO:0031209,SCAR complex,2
5666,GO:0001085,RNA polymerase II transcription factor binding,2
2127,GO:0045665,negative regulation of neuron differentiation,2
2614,GO:1904874,positive regulation of telomerase RNA localization to Cajal body,2
2610,GO:1901998,toxin transport,2
5884,GO:1905839,negative regulation of telomeric D-loop disassembly,2
2606,GO:0051082,unfolded protein binding,2
3288,GO:0071230,cellular response to amino acid stimulus,2
3319,GO:0001570,vasculogenesis,2
3317,GO:0000281,mitotic cytokinesis,2
5723,GO:0070411,I-SMAD binding,2
2281,GO:0007202,activation of phospholipase C activity,2
2289,GO:0007625,grooming behavior,2
5867,GO:0061820,telomeric D-loop disassembly,2
2302,GO:0017046,peptide hormone binding,2
3301,GO:0060828,regulation of canonical Wnt signaling pathway,2
2307,GO:0021537,telencephalon development,2
2198,GO:0005388,"calcium transmembrane transporter activity, phosphorylative mechanism",2
3321,GO:0001837,epithelial to mesenchymal transition,2
5675,GO:0005667,transcription regulator complex,2
5875,GO:0098505,G-rich strand telomeric DNA binding,2
5873,GO:0070198,"protein localization to chromosome, telomeric region",2
2264,GO:1905059,calcium-transporting ATPase activity involved in regulation of postsynaptic cytosolic calcium ion concentration,2
2266,GO:0001992,regulation of systemic arterial blood pressure by vasopressin,2
3335,GO:0007088,regulation of mitotic nuclear division,2
1774,GO:0032355,response to estradiol,2
2875,GO:0022848,acetylcholine-gated cation-selective channel activity,2
2876,GO:0030594,neurotransmitter receptor activity,2
1762,GO:0031394,positive regulation of prostaglandin biosynthetic process,2
3844,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,2
3842,GO:0004971,AMPA glutamate receptor activity,2
5532,GO:0030836,positive regulation of actin filament depolymerization,2
2882,GO:0032225,"regulation of synaptic transmission, dopaminergic",2
5537,GO:0048843,negative regulation of axon extension involved in axon guidance,2
5917,GO:0070679,"inositol 1,4,5 trisphosphate binding",2
1771,GO:0031982,vesicle,2
1760,GO:0031340,positive regulation of vesicle fusion,2
1746,GO:0030073,insulin secretion,2
3863,GO:0032281,AMPA glutamate receptor complex,2
2868,GO:0008306,associative learning,2
3861,GO:0030666,endocytic vesicle membrane,2
1747,GO:0030216,keratinocyte differentiation,2
5775,GO:0000398,"mRNA splicing, via spliceosome",2
1757,GO:0031313,extrinsic component of endosome membrane,2
5904,GO:0005261,cation channel activity,2
3764,GO:1902476,chloride transmembrane transport,2
1776,GO:0032508,DNA duplex unwinding,2
1777,GO:0032652,regulation of interleukin-1 production,2
2902,GO:0048149,behavioral response to ethanol,2
3788,GO:0030246,carbohydrate binding,2
3783,GO:0004653,polypeptide N-acetylgalactosaminyltransferase activity,2
2767,GO:0005814,centriole,2
1803,GO:0042102,positive regulation of T cell proliferation,2
1805,GO:0042383,sarcolemma,2
5555,GO:0030160,synaptic receptor adaptor activity,2
3812,GO:1905606,regulation of presynapse assembly,2
2886,GO:0032720,negative regulation of tumor necrosis factor production,2
2785,GO:0060271,cilium assembly,2
2784,GO:0036064,ciliary basal body,2
5544,GO:0006260,DNA replication,2
3797,GO:0001523,retinoid metabolic process,2
3809,GO:0099560,synaptic membrane adhesion,2
5799,GO:0017157,regulation of exocytosis,2
3865,GO:0033116,endoplasmic reticulum-Golgi intermediate compartment membrane,2
5922,GO:0060402,calcium ion transport into cytosol,2
2800,GO:0150105,protein localization to cell-cell junction,2
3968,GO:0018108,peptidyl-tyrosine phosphorylation,2
5783,GO:0003828,"alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity",2
2831,GO:0045786,negative regulation of cell cycle,2
3963,GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,2
5508,GO:0031510,SUMO activating enzyme complex,2
5929,GO:1901315,negative regulation of histone H2A K63-linked ubiquitination,2
3954,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,2
3949,GO:0004714,transmembrane receptor protein tyrosine kinase activity,2
5503,GO:0060412,ventricular septum morphogenesis,2
3972,GO:0033674,positive regulation of kinase activity,2
1650,GO:0019464,glycine decarboxylation via glycine cleavage system,2
3990,GO:0043410,positive regulation of MAPK cascade,2
2810,GO:0007080,mitotic metaphase plate congression,2
5790,GO:0006491,N-glycan processing,2
2818,GO:0016192,vesicle-mediated transport,2
1653,GO:0001891,phagocytic cup,2
2836,GO:0000187,activation of MAPK activity,2
1659,GO:0002685,regulation of leukocyte migration,2
3880,GO:0048208,COPII vesicle coating,2
2847,GO:0005216,ion channel activity,2
5524,GO:0006814,sodium ion transport,2
2856,GO:0007611,learning or memory,2
2791,GO:0007015,actin filament organization,2
2789,GO:0005923,bicellular tight junction,2
1742,GO:0019834,phospholipase A2 inhibitor activity,2
3914,GO:0032983,kainate selective glutamate receptor complex,2
3932,GO:0001525,angiogenesis,2
1682,GO:0005544,calcium-dependent phospholipid binding,2
3935,GO:0001657,ureteric bud development,2
3928,GO:0098686,hippocampal mossy fiber to CA3 synapse,2
2843,GO:0001934,positive regulation of protein phosphorylation,2
3917,GO:0043525,positive regulation of neuron apoptotic process,2
5752,GO:0071564,npBAF complex,2
3678,GO:0007173,epidermal growth factor receptor signaling pathway,2
1814,GO:0045627,positive regulation of T-helper 1 cell differentiation,2
3736,GO:0031012,extracellular matrix,2
1816,GO:0045629,negative regulation of T-helper 2 cell differentiation,2
3676,GO:0006605,protein targeting,2
5587,GO:0003333,amino acid transmembrane transport,2
1818,GO:0045920,negative regulation of exocytosis,2
2947,GO:1905144,response to acetylcholine,2
1820,GO:0046632,alpha-beta T cell differentiation,2
5573,GO:0015379,potassium:chloride symporter activity,2
2747,GO:0030100,regulation of endocytosis,2
2742,GO:0016601,Rac protein signal transduction,2
3731,GO:0009653,anatomical structure morphogenesis,2
1827,GO:0050727,regulation of inflammatory response,2
2739,GO:0016339,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,2
3729,GO:0008201,heparin binding,2
1837,GO:0070301,cellular response to hydrogen peroxide,2
2731,GO:0007266,Rho protein signal transduction,2
1823,GO:0046883,regulation of hormone secretion,2
1811,GO:0044849,estrous cycle,2
1842,GO:0071385,cellular response to glucocorticoid stimulus,2
1848,GO:0090303,positive regulation of wound healing,2
5755,GO:0006907,pinocytosis,2
5807,GO:0005669,transcription factor TFIID complex,2
3702,GO:0071356,cellular response to tumor necrosis factor,2
2941,GO:1901214,regulation of neuron death,2
5565,GO:0065003,protein-containing complex assembly,2
5764,GO:0034452,dynactin binding,2
2910,GO:0050877,nervous system process,2
2957,GO:0001750,photoreceptor outer segment,2
1850,GO:0097350,neutrophil clearance,2
5577,GO:0071944,cell periphery,2
1845,GO:0071621,granulocyte chemotaxis,2
1846,GO:0090050,positive regulation of cell migration involved in sprouting angiogenesis,2
3747,GO:0071560,cellular response to transforming growth factor beta stimulus,2
5778,GO:0006405,RNA export from nucleus,1
5744,GO:0030957,Tat protein binding,1
5990,GO:0034243,regulation of transcription elongation from RNA polymerase II promoter,1
5205,GO:0030833,regulation of actin filament polymerization,1
5212,GO:0031398,positive regulation of protein ubiquitination,1
5719,GO:0060956,endocardial cell differentiation,1
5090,GO:0040008,regulation of growth,1
5720,GO:0061040,female gonad morphogenesis,1
5814,GO:0033276,transcription factor TFTC complex,1
5132,GO:0070932,histone H3 deacetylation,1
5754,GO:1902661,positive regulation of glucose mediated signaling pathway,1
5779,GO:0006406,mRNA export from nucleus,1
5133,GO:0097167,circadian regulation of translation,1
5208,GO:1900026,positive regulation of substrate adhesion-dependent cell spreading,1
5829,GO:0150020,basal dendrite arborization,1
5750,GO:0070577,lysine-acetylated histone binding,1
5206,GO:0042119,neutrophil activation,1
5089,GO:0038095,Fc-epsilon receptor signaling pathway,1
5721,GO:0062009,secondary palate development,1
5091,GO:0050690,regulation of defense response to virus by virus,1
5796,GO:0008188,neuropeptide receptor activity,1
5743,GO:0016514,SWI/SNF complex,1
5753,GO:0071565,nBAF complex,1
5207,GO:0050773,regulation of dendrite development,1
5715,GO:0060391,positive regulation of SMAD protein signal transduction,1
5830,GO:0031491,nucleosome binding,1
5795,GO:0007218,neuropeptide signaling pathway,1
5784,GO:0005975,carbohydrate metabolic process,1
5079,GO:0006469,negative regulation of protein kinase activity,1
5078,GO:0002223,stimulatory C-type lectin receptor signaling pathway,1
5077,GO:0042423,catecholamine biosynthetic process,1
5230,GO:0035403,histone kinase activity (H3-T6 specific),1
5231,GO:0035408,histone H3-T6 phosphorylation,1
5785,GO:0006464,cellular protein modification process,1
5076,GO:0008652,cellular amino acid biosynthetic process,1
5075,GO:0006571,tyrosine biosynthetic process,1
5232,GO:0044305,calyx of Held,1
5794,GO:0097503,sialylation,1
5227,GO:0010829,negative regulation of glucose transmembrane transport,1
5994,GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,1
5993,GO:0051607,defense response to virus,1
5793,GO:0033691,sialic acid binding,1
5233,GO:0045637,regulation of myeloid cell differentiation,1
5748,GO:0043923,positive regulation by host of viral transcription,1
5234,GO:0046627,negative regulation of insulin receptor signaling pathway,1
5235,GO:0050853,B cell receptor signaling pathway,1
5749,GO:0070182,DNA polymerase binding,1
5842,GO:0006278,RNA-dependent DNA biosynthetic process,1
5143,GO:0070063,RNA polymerase binding,1
5836,GO:0000783,nuclear telomere cap complex,1
5815,GO:0046695,SLIK (SAGA-like) complex,1
5070,GO:0031418,L-ascorbic acid binding,1
5086,GO:0034333,adherens junction assembly,1
5745,GO:0038111,interleukin-7-mediated signaling pathway,1
5780,GO:0031124,mRNA 3'-end processing,1
5219,GO:2000691,negative regulation of cardiac muscle cell myoblast differentiation,1
5220,GO:0004697,protein kinase C activity,1
5816,GO:0071339,MLL1 complex,1
5781,GO:0001574,ganglioside biosynthetic process,1
5137,GO:2000678,negative regulation of transcription regulatory region DNA binding,1
5223,GO:0005246,calcium channel regulator activity,1
5224,GO:0007077,mitotic nuclear envelope disassembly,1
5225,GO:0008091,spectrin,1
5722,GO:0070102,interleukin-6-mediated signaling pathway,1
5148,GO:0004629,phospholipase C activity,1
5714,GO:0060065,uterus development,1
5979,GO:1902896,terminal web assembly,1
5085,GO:0031295,T cell costimulation,1
5978,GO:0071364,cellular response to epidermal growth factor stimulus,1
5713,GO:0051797,regulation of hair follicle development,1
5831,GO:0034724,DNA replication-independent nucleosome organization,1
5832,GO:0035101,FACT complex,1
5833,GO:0000723,telomere maintenance,1
5082,GO:0030296,protein tyrosine kinase activator activity,1
5226,GO:0010827,regulation of glucose transmembrane transport,1
5204,GO:0030593,neutrophil chemotaxis,1
5118,GO:0005978,glycogen biosynthetic process,1
5828,GO:0150019,basal dendrite morphogenesis,1
5109,GO:0008104,protein localization,1
5125,GO:0042754,negative regulation of circadian rhythm,1
5813,GO:0017162,aryl hydrocarbon receptor binding,1
5762,GO:0031748,D1 dopamine receptor binding,1
5997,GO:0033233,regulation of protein sumoylation,1
5126,GO:0043153,entrainment of circadian clock by photoperiod,1
5127,GO:0050767,regulation of neurogenesis,1
5177,GO:0021612,facial nerve structural organization,1
5178,GO:0021615,glossopharyngeal nerve morphogenesis,1
5179,GO:0021637,trigeminal nerve structural organization,1
5128,GO:0050872,white fat cell differentiation,1
5768,GO:0046628,positive regulation of insulin receptor signaling pathway,1
5180,GO:0021644,vagus nerve morphogenesis,1
5769,GO:0070273,phosphatidylinositol-4-phosphate binding,1
5181,GO:0021784,postganglionic parasympathetic fiber development,1
5165,GO:0048009,insulin-like growth factor receptor signaling pathway,1
5732,GO:0072134,nephrogenic mesenchyme morphogenesis,1
5182,GO:0021793,chemorepulsion of branchiomotor axon,1
5733,GO:0072520,seminiferous tubule development,1
5183,GO:0021960,anterior commissure morphogenesis,1
5734,GO:1901522,positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus,1
5761,GO:0031234,extrinsic component of cytoplasmic side of plasma membrane,1
5819,GO:0006612,protein targeting to membrane,1
5820,GO:0007095,mitotic G2 DNA damage checkpoint,1
5159,GO:0045663,positive regulation of myoblast differentiation,1
5821,GO:0031434,mitogen-activated protein kinase kinase binding,1
5166,GO:0048639,positive regulation of developmental growth,1
5110,GO:0030010,establishment of cell polarity,1
5203,GO:0030217,T cell differentiation,1
5996,GO:0030521,androgen receptor signaling pathway,1
5804,GO:0050708,regulation of protein secretion,1
5117,GO:0001222,transcription corepressor binding,1
5116,GO:0051660,establishment of centrosome localization,1
5803,GO:0045159,myosin II binding,1
5985,GO:0016491,oxidoreductase activity,1
5805,GO:0098888,extrinsic component of presynaptic membrane,1
5120,GO:0006631,fatty acid metabolic process,1
5121,GO:0019229,regulation of vasoconstriction,1
5122,GO:0019249,lactate biosynthetic process,1
5115,GO:0043296,apical junction complex,1
5731,GO:0072133,metanephric mesenchyme morphogenesis,1
5806,GO:0000124,SAGA complex,1
5730,GO:0071773,cellular response to BMP stimulus,1
5729,GO:0071559,response to transforming growth factor beta,1
5728,GO:0071144,heteromeric SMAD protein complex,1
5171,GO:2000560,positive regulation of CD24 production,1
5170,GO:2000438,negative regulation of monocyte extravasation,1
5169,GO:0080154,regulation of fertilization,1
5995,GO:0007296,vitellogenesis,1
5809,GO:0006352,"DNA-templated transcription, initiation",1
5802,GO:0031201,SNARE complex,1
5168,GO:0070498,interleukin-1-mediated signaling pathway,1
5801,GO:0019905,syntaxin binding,1
5167,GO:0060466,activation of meiosis involved in egg activation,1
5798,GO:0017075,syntaxin-1 binding,1
5822,GO:0031954,positive regulation of protein autophosphorylation,1
5184,GO:0048485,sympathetic nervous system development,1
5103,GO:2001271,negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis,1
5770,GO:0070685,macropinocytic cup,1
5195,GO:0032794,GTPase activating protein binding,1
5740,GO:0001188,RNA polymerase I preinitiation complex assembly,1
5196,GO:0033689,negative regulation of osteoblast proliferation,1
5197,GO:0043931,ossification involved in bone maturation,1
5998,GO:0045582,positive regulation of T cell differentiation,1
5758,GO:0010314,phosphatidylinositol-5-phosphate binding,1
5999,GO:0048096,chromatin-mediated maintenance of transcription,1
5129,GO:0051726,regulation of cell cycle,1
5776,GO:0003676,nucleic acid binding,1
5130,GO:0051946,regulation of glutamate uptake involved in transmission of nerve impulse,1
5131,GO:0070345,negative regulation of fat cell proliferation,1
