,GO_ID,GO_term,GO_term_count
2994,GO:0070016,armadillo repeat domain binding,2
5305,GO:0005246,calcium channel regulator activity,2
5288,GO:0030522,intracellular receptor signaling pathway,2
2989,GO:0048565,digestive tract development,2
5574,GO:0003006,developmental process involved in reproduction,2
4491,GO:1990635,proximal dendrite,2
5307,GO:0090129,positive regulation of synapse maturation,2
5309,GO:0097118,neuroligin clustering involved in postsynaptic membrane assembly,2
3034,GO:2000036,regulation of stem cell population maintenance,2
4501,GO:0015276,ligand-gated ion channel activity,2
1177,GO:2001259,positive regulation of cation channel activity,2
2128,GO:0097484,dendrite extension,2
4428,GO:0030594,neurotransmitter receptor activity,2
4430,GO:0030659,cytoplasmic vesicle membrane,2
3056,GO:0003684,damaged DNA binding,2
4435,GO:0034707,chloride channel complex,2
5295,GO:0043085,positive regulation of catalytic activity,2
4440,GO:0050877,nervous system process,2
4442,GO:0060021,roof of mouth development,2
4444,GO:0060080,inhibitory postsynaptic potential,2
4446,GO:0060119,inner ear receptor cell development,2
4448,GO:0071420,cellular response to histamine,2
4450,GO:0090102,cochlea development,2
1229,GO:0008092,cytoskeletal protein binding,2
6008,GO:0090630,activation of GTPase activity,2
5554,GO:0106306,protein serine phosphatase activity,2
2908,GO:0050767,regulation of neurogenesis,2
2907,GO:0048806,genitalia development,2
4563,GO:0043434,response to peptide hormone,2
4566,GO:0045121,membrane raft,2
2151,GO:0005947,mitochondrial alpha-ketoglutarate dehydrogenase complex,2
5264,GO:0060024,rhythmic synaptic transmission,2
547,GO:0010035,response to inorganic substance,2
4721,GO:0050679,positive regulation of epithelial cell proliferation,2
4575,GO:0005770,late endosome,2
2900,GO:0040018,positive regulation of multicellular organism growth,2
2898,GO:0036302,atrioventricular canal development,2
4582,GO:0019722,calcium-mediated signaling,2
4584,GO:0022849,glutamate-gated calcium ion channel activity,2
5283,GO:0001975,response to amphetamine,2
4504,GO:0035235,ionotropic glutamate receptor signaling pathway,2
1231,GO:0009925,basal plasma membrane,2
4520,GO:0099060,integral component of postsynaptic specialization membrane,2
4522,GO:0005882,intermediate filament,2
4524,GO:0043254,regulation of protein-containing complex assembly,2
4528,GO:1904714,regulation of chaperone-mediated autophagy,2
5281,GO:0043235,receptor complex,2
4530,GO:0001664,G protein-coupled receptor binding,2
1258,GO:0031594,neuromuscular junction,2
6003,GO:0097194,execution phase of apoptosis,2
1273,GO:0045184,establishment of protein localization,2
5557,GO:0106307,protein threonine phosphatase activity,2
2803,GO:0031134,sister chromatid biorientation,2
4927,GO:0055038,recycling endosome membrane,2
5112,GO:0021764,amygdala development,2
5377,GO:0001932,regulation of protein phosphorylation,2
4937,GO:0050795,regulation of behavior,2
1886,GO:0097676,histone H3-K36 dimethylation,2
6082,GO:0001935,endothelial cell proliferation,2
1899,GO:0019886,antigen processing and presentation of exogenous peptide antigen via MHC class II,2
1901,GO:0030100,regulation of endocytosis,2
4953,GO:0044233,mitochondria-associated endoplasmic reticulum membrane,2
4956,GO:0071617,lysophospholipid acyltransferase activity,2
5110,GO:0014065,phosphatidylinositol 3-kinase signaling,2
5378,GO:0005158,insulin receptor binding,2
4962,GO:0010385,double-stranded methylated DNA binding,2
4964,GO:0010971,positive regulation of G2/M transition of mitotic cell cycle,2
5106,GO:0007422,peripheral nervous system development,2
5102,GO:0006469,negative regulation of protein kinase activity,2
6088,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,2
4723,GO:0050852,T cell receptor signaling pathway,2
4925,GO:0046580,negative regulation of Ras protein signal transduction,2
5147,GO:0048853,forebrain morphogenesis,2
5143,GO:0048593,camera-type eye morphogenesis,2
6074,GO:0016239,positive regulation of macroautophagy,2
5140,GO:0048147,negative regulation of fibroblast proliferation,2
5363,GO:0048701,embryonic cranial skeleton morphogenesis,2
5130,GO:0042060,wound healing,2
1752,GO:0007338,single fertilization,2
5369,GO:0006482,protein demethylation,2
5126,GO:0032228,"regulation of synaptic transmission, GABAergic",2
4909,GO:0000972,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery,2
5374,GO:0003674,molecular_function,2
5117,GO:0022011,myelination in peripheral nervous system,2
5448,GO:0007616,long-term memory,2
4922,GO:0012505,endomembrane system,2
2483,GO:0086007,voltage-gated calcium channel activity involved in cardiac muscle cell action potential,2
2481,GO:0086002,cardiac muscle cell action potential involved in contraction,2
5067,GO:0042826,histone deacetylase binding,2
5065,GO:0031415,NatA complex,2
5014,GO:0070050,neuron cellular homeostasis,2
1930,GO:0050690,regulation of defense response to virus by virus,2
1932,GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",2
5023,GO:2000010,positive regulation of protein localization to cell surface,2
2365,GO:1904152,"regulation of retrograde protein transport, ER to cytosol",2
2403,GO:0007204,positive regulation of cytosolic calcium ion concentration,2
1955,GO:0000781,"chromosome, telomeric region",2
1953,GO:0000779,"condensed chromosome, centromeric region",2
5033,GO:0043433,negative regulation of DNA-binding transcription factor activity,2
2401,GO:0006816,calcium ion transport,2
5402,GO:0008375,acetylglucosaminyltransferase activity,2
5408,GO:0030173,integral component of Golgi membrane,2
5405,GO:0016266,O-glycan processing,2
5070,GO:0008104,protein localization,2
5090,GO:0001656,metanephros development,2
2311,GO:0030010,establishment of cell polarity,2
5095,GO:0001952,regulation of cell-matrix adhesion,2
603,GO:0032147,activation of protein kinase activity,2
600,GO:0031668,cellular response to extracellular stimulus,2
4989,GO:0099560,synaptic membrane adhesion,2
5093,GO:0001938,positive regulation of endothelial cell proliferation,2
2361,GO:0061178,regulation of insulin secretion involved in cellular response to glucose stimulus,2
1995,GO:0005721,pericentric heterochromatin,2
5385,GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,2
5079,GO:0031209,SCAR complex,2
2468,GO:0060402,calcium ion transport into cytosol,2
2352,GO:0050770,regulation of axonogenesis,2
2461,GO:0045762,positive regulation of adenylate cyclase activity,2
4886,GO:0097692,histone H3-K4 monomethylation,2
5469,GO:0009749,response to glucose,2
4790,GO:0046676,negative regulation of insulin secretion,2
4754,GO:0043995,histone acetyltransferase activity (H4-K5 specific),2
4756,GO:0043996,histone acetyltransferase activity (H4-K8 specific),2
5183,GO:0090694,Scc2-Scc4 cohesin loading complex,2
2282,GO:0000086,G2/M transition of mitotic cell cycle,2
4759,GO:0046972,histone acetyltransferase activity (H4-K16 specific),2
2777,GO:0048025,"negative regulation of mRNA splicing, via spliceosome",2
5171,GO:0045778,positive regulation of ossification,2
4764,GO:0016853,isomerase activity,2
2771,GO:0007281,germ cell development,2
4770,GO:0001508,action potential,2
2752,GO:0099175,regulation of postsynapse organization,2
1434,GO:0042475,odontogenesis of dentin-containing tooth,2
2729,GO:0050773,regulation of dendrite development,2
2710,GO:0032587,ruffle membrane,2
4785,GO:0032809,neuronal cell body membrane,2
4788,GO:0045956,positive regulation of calcium ion-dependent exocytosis,2
4753,GO:0043984,histone H4-K16 acetylation,2
2057,GO:0030900,forebrain development,2
2796,GO:0000793,condensed chromosome,2
4725,GO:0071480,cellular response to gamma radiation,2
4728,GO:0090398,cellular senescence,2
2085,GO:0070087,chromo shadow domain binding,2
4735,GO:2000251,positive regulation of actin cytoskeleton reorganization,2
5323,GO:0032570,response to progesterone,2
5204,GO:0048488,synaptic vesicle endocytosis,2
5200,GO:0032024,positive regulation of insulin secretion,2
2233,GO:0007173,epidermal growth factor receptor signaling pathway,2
625,GO:0044849,estrous cycle,2
5501,GO:0043491,protein kinase B signaling,2
4792,GO:0051260,protein homooligomerization,2
4842,GO:0034720,histone H3-K4 demethylation,2
2615,GO:0001953,negative regulation of cell-matrix adhesion,2
4422,GO:0007214,gamma-aminobutyric acid signaling pathway,2
5350,GO:0006606,protein import into nucleus,2
2614,GO:0061003,positive regulation of dendritic spine morphogenesis,2
2612,GO:0050775,positive regulation of dendrite morphogenesis,2
5351,GO:0017056,structural constituent of nuclear pore,2
5158,GO:0007064,mitotic sister chromatid cohesion,2
4853,GO:0014823,response to activity,2
6067,GO:0046627,negative regulation of insulin receptor signaling pathway,2
1717,GO:0021800,cerebral cortex tangential migration,2
4863,GO:0045165,cell fate commitment,2
6070,GO:0051894,positive regulation of focal adhesion assembly,2
4867,GO:0055007,cardiac muscle cell differentiation,2
4870,GO:0070301,cellular response to hydrogen peroxide,2
4873,GO:0071558,histone demethylase activity (H3-K27 specific),2
2618,GO:0005604,basement membrane,2
1502,GO:0007270,neuron-neuron synaptic transmission,2
2284,GO:0000287,magnesium ion binding,2
5344,GO:0006405,RNA export from nucleus,2
2697,GO:2000300,regulation of synaptic vesicle exocytosis,2
5346,GO:0006406,mRNA export from nucleus,2
2669,GO:0031982,vesicle,2
2662,GO:0010839,negative regulation of keratinocyte proliferation,2
4836,GO:0032453,histone demethylase activity (H3-K4 specific),2
1561,GO:0048096,chromatin-mediated maintenance of transcription,2
4823,GO:0032454,histone demethylase activity (H3-K9 specific),2
4825,GO:0033169,histone H3-K9 demethylation,2
1563,GO:0060996,dendritic spine development,2
4833,GO:0032452,histone demethylase activity,2
3718,GO:0032727,positive regulation of interferon-alpha production,2
3813,GO:0030324,lung development,2
4122,GO:0018107,peptidyl-threonine phosphorylation,2
5878,GO:0032229,"negative regulation of synaptic transmission, GABAergic",2
4104,GO:0051959,dynein light intermediate chain binding,2
4105,GO:0060236,regulation of mitotic spindle organization,2
3307,GO:0035065,regulation of histone acetylation,2
5934,GO:0032332,positive regulation of chondrocyte differentiation,2
5871,GO:0005332,gamma-aminobutyric acid:sodium symporter activity,2
4119,GO:0007623,circadian rhythm,2
3520,GO:0060484,lung-associated mesenchyme development,2
3320,GO:0070602,regulation of centromeric sister chromatid cohesion,2
4131,GO:0038083,peptidyl-tyrosine autophosphorylation,2
4138,GO:0046983,protein dimerization activity,2
3526,GO:0060828,regulation of canonical Wnt signaling pathway,2
4142,GO:0016279,protein-lysine N-methyltransferase activity,2
3277,GO:0008584,male gonad development,2
3496,GO:0048715,negative regulation of oligodendrocyte differentiation,2
4102,GO:0051293,establishment of spindle localization,2
545,GO:0007614,short-term memory,2
3864,GO:0031234,extrinsic component of cytoplasmic side of plasma membrane,2
3312,GO:0043035,chromatin insulator sequence binding,2
4085,GO:0007052,mitotic spindle organization,2
3861,GO:0030165,PDZ domain binding,2
5710,GO:1900273,positive regulation of long-term synaptic potentiation,2
3859,GO:0016188,synaptic vesicle maturation,2
4091,GO:0030175,filopodium,2
5707,GO:0097114,NMDA glutamate receptor clustering,2
3310,GO:0040029,"regulation of gene expression, epigenetic",2
5704,GO:0070325,lipoprotein particle receptor binding,2
1068,GO:0030674,protein-macromolecule adaptor activity,2
5669,GO:0050900,leukocyte migration,2
5947,GO:0015630,microtubule cytoskeleton,2
3230,GO:0032956,regulation of actin cytoskeleton organization,2
5847,GO:0061001,regulation of dendritic spine morphogenesis,2
4203,GO:0030220,platelet formation,2
4205,GO:0032092,positive regulation of protein binding,2
4208,GO:0035855,megakaryocyte development,2
4212,GO:0043627,response to estrogen,2
4215,GO:0043967,histone H4 acetylation,2
3562,GO:1904948,midbrain dopaminergic neuron differentiation,2
3220,GO:0030335,positive regulation of cell migration,2
5660,GO:0043274,phospholipase binding,2
4228,GO:0045815,"positive regulation of gene expression, epigenetic",2
1076,GO:0034394,protein localization to cell surface,2
4153,GO:0018026,peptidyl-lysine monomethylation,2
1071,GO:0031647,regulation of protein stability,2
5687,GO:0006508,proteolysis,2
5861,GO:0016575,histone deacetylation,2
4164,GO:0003743,translation initiation factor activity,2
5853,GO:0001103,RNA polymerase II repressing transcription factor binding,2
5941,GO:0005811,lipid droplet,2
4174,GO:0006110,regulation of glycolytic process,2
3252,GO:0050918,positive chemotaxis,2
3807,GO:0006695,cholesterol biosynthetic process,2
3246,GO:0045335,phagocytic vesicle,2
3796,GO:0005640,nuclear outer membrane,2
3470,GO:0045294,alpha-catenin binding,2
3453,GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,2
3990,GO:0033017,sarcoplasmic reticulum membrane,2
3370,GO:0009948,anterior/posterior axis specification,2
3463,GO:0043525,positive regulation of neuron apoptotic process,2
3366,GO:0007223,"Wnt signaling pathway, calcium modulating pathway",2
3465,GO:0044334,canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition,2
3364,GO:0007160,cell-matrix adhesion,2
4075,GO:0098632,cell-cell adhesion mediator activity,2
3902,GO:0044309,neuron spine,2
4008,GO:0009636,response to toxic substance,2
3473,GO:0045603,positive regulation of endothelial cell differentiation,2
3476,GO:0045671,negative regulation of osteoclast differentiation,2
4023,GO:0071361,cellular response to ethanol,2
3479,GO:0045765,regulation of angiogenesis,2
3913,GO:0050806,positive regulation of synaptic transmission,2
3403,GO:0030316,osteoclast differentiation,2
3410,GO:0030902,hindbrain development,2
3940,GO:0097060,synaptic membrane,2
3385,GO:0019827,stem cell population maintenance,2
3970,GO:2000821,regulation of grooming behavior,2
3378,GO:0016342,catenin complex,2
5914,GO:0031901,early endosome membrane,2
3976,GO:0008016,regulation of heart contraction,2
3419,GO:0032331,negative regulation of chondrocyte differentiation,2
857,GO:0005759,mitochondrial matrix,2
5747,GO:0045668,negative regulation of osteoblast differentiation,2
3375,GO:0010909,positive regulation of heparan sulfate proteoglycan biosynthetic process,2
5885,GO:0098719,sodium ion import across plasma membrane,2
4047,GO:0030516,regulation of axon extension,2
5726,GO:0007601,visual perception,2
792,GO:0044208,'de novo' AMP biosynthetic process,2
5882,GO:0051939,gamma-aminobutyric acid import,2
741,GO:0007584,response to nutrient,2
3873,GO:0033130,acetylcholine receptor binding,2
3493,GO:0048660,regulation of smooth muscle cell proliferation,2
5719,GO:1903508,positive regulation of nucleic acid-templated transcription,2
4067,GO:0048813,dendrite morphogenesis,2
5717,GO:1903507,negative regulation of nucleic acid-templated transcription,2
3867,GO:0031748,D1 dopamine receptor binding,2
4072,GO:0070593,dendrite self-avoidance,2
3333,GO:0000904,cell morphogenesis involved in differentiation,2
3886,GO:0043113,receptor clustering,2
3352,GO:0002089,lens morphogenesis in camera-type eye,2
3486,GO:0048469,cell maturation,2
3883,GO:0035641,locomotory exploration behavior,2
5729,GO:0014047,glutamate secretion,2
3350,GO:0002053,positive regulation of mesenchymal cell proliferation,2
3348,GO:0002052,positive regulation of neuroblast proliferation,2
3881,GO:0035418,protein localization to synapse,2
5925,GO:0071564,npBAF complex,2
3343,GO:0001708,cell fate specification,2
5927,GO:0048024,"regulation of mRNA splicing, via spliceosome",2
3137,GO:0030511,positive regulation of transforming growth factor beta receptor signaling pathway,2
3639,GO:0032467,positive regulation of cytokinesis,2
3722,GO:0033592,RNA strand annealing activity,2
4306,GO:0044326,dendritic spine neck,2
3726,GO:0034774,secretory granule lumen,2
4311,GO:0046928,regulation of neurotransmitter secretion,2
4322,GO:0060964,regulation of gene silencing by miRNA,2
3131,GO:0018076,N-terminal peptidyl-lysine acetylation,2
3728,GO:0035613,RNA stem-loop binding,2
5628,GO:0071300,cellular response to retinoic acid,2
4318,GO:0051489,regulation of filopodium assembly,2
4320,GO:0051491,positive regulation of filopodium assembly,2
4305,GO:0043679,axon terminus,2
1028,GO:0015031,protein transport,2
3169,GO:0061733,peptide-lysine-N-acetyltransferase activity,2
5636,GO:0001784,phosphotyrosine residue binding,2
5634,GO:0000187,activation of MAPK activity,2
3159,GO:0045747,positive regulation of Notch signaling pathway,2
3715,GO:0031369,translation initiation factor binding,2
4380,GO:0035019,somatic stem cell population maintenance,2
3767,GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,2
3154,GO:0042733,embryonic digit morphogenesis,2
3765,GO:0098586,cellular response to virus,2
3625,GO:0030030,cell projection organization,2
4346,GO:1902737,dendritic filopodium,2
1139,GO:0051117,ATPase binding,2
4356,GO:0007346,regulation of mitotic cell cycle,2
3741,GO:0043539,protein serine/threonine kinase activator activity,2
3632,GO:0031398,positive regulation of protein ubiquitination,2
3754,GO:0055088,lipid homeostasis,2
3628,GO:0031145,anaphase-promoting complex-dependent catabolic process,2
4354,GO:2001022,positive regulation of response to DNA damage stimulus,2
5617,GO:0101031,chaperone complex,2
5613,GO:0070262,peptidyl-serine dephosphorylation,2
3634,GO:0031463,Cul3-RING ubiquitin ligase complex,2
3751,GO:0048027,mRNA 5'-UTR binding,2
5621,GO:0001822,kidney development,2
4324,GO:0060998,regulation of dendritic spine development,2
1144,GO:0055037,recycling endosome,2
1102,GO:0043034,costamere,2
3794,GO:0001568,blood vessel development,2
5968,GO:0019905,syntaxin binding,2
3108,GO:0007221,positive regulation of transcription of Notch receptor target,2
3646,GO:0043687,post-translational protein modification,2
653,GO:0004018,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity",2
3698,GO:0008625,extrinsic apoptotic signaling pathway via death domain receptors,2
3688,GO:0005852,eukaryotic translation initiation factor 3 complex,2
3601,GO:0007229,integrin-mediated signaling pathway,2
3782,GO:0001650,fibrillar center,2
3773,GO:1901985,positive regulation of protein acetylation,2
3196,GO:0006909,phagocytosis,2
5829,GO:0007610,behavior,2
4395,GO:0021549,cerebellum development,2
4411,GO:0048745,smooth muscle tissue development,2
5642,GO:0008543,fibroblast growth factor receptor signaling pathway,2
3198,GO:0007015,actin filament organization,2
3779,GO:1904813,ficolin-1-rich granule lumen,2
3650,GO:0051865,protein autoubiquitination,2
1162,GO:0086014,atrial cardiac muscle cell action potential,2
3709,GO:0030308,negative regulation of cell growth,2
5841,GO:0051124,synaptic growth at neuromuscular junction,2
3669,GO:0003724,RNA helicase activity,2
3577,GO:2001234,negative regulation of apoptotic signaling pathway,2
5592,GO:0071364,cellular response to epidermal growth factor stimulus,2
3695,GO:0008143,poly(A) binding,2
5906,GO:0046811,histone deacetylase inhibitor activity,1
6094,GO:0034446,substrate adhesion-dependent cell spreading,1
5800,GO:0010793,regulation of mRNA export from nucleus,1
5801,GO:0018023,peptidyl-lysine trimethylation,1
5891,GO:0014902,myotube differentiation,1
5813,GO:0051607,defense response to virus,1
5799,GO:0010569,regulation of double-strand break repair via homologous recombination,1
5883,GO:0098658,inorganic anion import across plasma membrane,1
6090,GO:0007267,cell-cell signaling,1
5320,GO:0017162,aryl hydrocarbon receptor binding,1
6091,GO:0019838,growth factor binding,1
6107,GO:2000351,regulation of endothelial cell apoptotic process,1
6092,GO:0032878,regulation of establishment or maintenance of cell polarity,1
6093,GO:0033674,positive regulation of kinase activity,1
5812,GO:0048864,stem cell development,1
5909,GO:0060395,SMAD protein signal transduction,1
5798,GO:0006368,transcription elongation from RNA polymerase II promoter,1
5822,GO:0016569,covalent chromatin modification,1
5814,GO:0060039,pericardium development,1
5908,GO:0060349,bone morphogenesis,1
5907,GO:0048741,skeletal muscle fiber development,1
6150,GO:1902897,regulation of postsynaptic density protein 95 clustering,1
5796,GO:0001763,morphogenesis of a branching structure,1
5797,GO:0006298,mismatch repair,1
5428,GO:0072542,protein phosphatase activator activity,1
5425,GO:0019888,protein phosphatase regulator activity,1
5427,GO:0035307,positive regulation of protein dephosphorylation,1
5804,GO:0034728,nucleosome organization,1
5892,GO:0030177,positive regulation of Wnt signaling pathway,1
6095,GO:0043114,regulation of vascular permeability,1
5806,GO:0035987,endodermal cell differentiation,1
5888,GO:0150104,transport across blood-brain barrier,1
6103,GO:0060216,definitive hemopoiesis,1
6102,GO:0051591,response to cAMP,1
5300,GO:0051866,general adaptation syndrome,1
5311,GO:0099059,integral component of presynaptic active zone membrane,1
5805,GO:0035441,cell migration involved in vasculogenesis,1
6108,GO:2000352,negative regulation of endothelial cell apoptotic process,1
5905,GO:0043585,nose morphogenesis,1
6100,GO:0048014,Tie signaling pathway,1
6096,GO:0043552,positive regulation of phosphatidylinositol 3-kinase activity,1
5820,GO:1902850,microtubule cytoskeleton organization involved in mitosis,1
5314,GO:0000435,positive regulation of transcription from RNA polymerase II promoter by galactose,1
5312,GO:0099151,regulation of postsynaptic density assembly,1
5821,GO:1905634,regulation of protein localization to chromatin,1
5313,GO:1905606,regulation of presynapse assembly,1
6151,GO:1902952,positive regulation of dendritic spine maintenance,1
5889,GO:0007179,transforming growth factor beta receptor signaling pathway,1
5816,GO:0060977,coronary vasculature morphogenesis,1
5315,GO:0002155,regulation of thyroid hormone mediated signaling pathway,1
5887,GO:0099056,integral component of presynaptic membrane,1
5412,GO:0000159,protein phosphatase type 2A complex,1
5317,GO:0015721,bile acid and bile salt transport,1
5811,GO:0048863,stem cell differentiation,1
5810,GO:0048332,mesoderm morphogenesis,1
5426,GO:0031952,regulation of protein autophosphorylation,1
5890,GO:0010626,negative regulation of Schwann cell proliferation,1
5316,GO:0007595,lactation,1
5904,GO:0043388,positive regulation of DNA binding,1
5903,GO:0032926,negative regulation of activin receptor signaling pathway,1
5902,GO:0031064,negative regulation of histone deacetylation,1
5894,GO:0030509,BMP signaling pathway,1
5893,GO:0030326,embryonic limb morphogenesis,1
5815,GO:0060669,embryonic placenta morphogenesis,1
5802,GO:0032465,regulation of cytokinesis,1
5803,GO:0034340,response to type I interferon,1
5424,GO:0010801,negative regulation of peptidyl-threonine phosphorylation,1
5886,GO:0098810,neurotransmitter reuptake,1
6106,GO:1902533,positive regulation of intracellular signal transduction,1
6105,GO:0072012,glomerulus vasculature development,1
6104,GO:0060347,heart trabecula formation,1
6101,GO:0050728,negative regulation of inflammatory response,1
6113,GO:0001541,ovarian follicle development,1
6109,GO:0070072,vacuolar proton-transporting V-type ATPase complex assembly,1
5335,GO:0000414,regulation of histone H3-K36 methylation,1
5333,GO:2001038,regulation of cellular response to drug,1
5332,GO:1904017,cellular response to Thyroglobulin triiodothyronine,1
5331,GO:0060713,labyrinthine layer morphogenesis,1
5849,GO:0097117,guanylate kinase-associated protein clustering,1
5850,GO:1900451,positive regulation of glutamate receptor signaling pathway,1
5910,GO:0006811,ion transport,1
5371,GO:0061188,negative regulation of ribosomal DNA heterochromatin assembly,1
6121,GO:2000058,regulation of ubiquitin-dependent protein catabolic process,1
6120,GO:1990416,cellular response to brain-derived neurotrophic factor stimulus,1
5372,GO:0007596,blood coagulation,1
5373,GO:1990391,DNA repair complex,1
6127,GO:0031124,mRNA 3'-end processing,1
5851,GO:1900452,regulation of long-term synaptic depression,1
132,GO:0005507,copper ion binding,1
5327,GO:0045925,positive regulation of female receptivity,1
5854,GO:0002218,activation of innate immune response,1
5855,GO:0002230,positive regulation of defense response to virus by host,1
6128,GO:0035145,exon-exon junction complex,1
5827,GO:0001917,photoreceptor inner segment,1
5856,GO:0002244,hematopoietic progenitor cell differentiation,1
5857,GO:0004407,histone deacetylase activity,1
5858,GO:0006260,DNA replication,1
5859,GO:0006476,protein deacetylation,1
6129,GO:0005681,spliceosomal complex,1
6130,GO:0010390,histone monoubiquitination,1
6131,GO:0044783,G1 DNA damage checkpoint,1
5862,GO:0021895,cerebral cortex neuron differentiation,1
5334,GO:0004888,transmembrane signaling receptor activity,1
5336,GO:0010452,histone H3-K36 methylation,1
5863,GO:0031937,positive regulation of chromatin silencing,1
5337,GO:0033135,regulation of peptidyl-serine phosphorylation,1
5353,GO:0019083,viral transcription,1
5839,GO:0035331,negative regulation of hippo signaling,1
5838,GO:0031526,brush border membrane,1
5354,GO:0036228,protein localization to nuclear inner membrane,1
5355,GO:0043657,host cell,1
5356,GO:0044611,nuclear pore inner ring,1
5348,GO:0006409,tRNA export from nucleus,1
5357,GO:0075733,intracellular transport of virus,1
5358,GO:0030137,COPI-coated vesicle,1
5359,GO:0034067,protein localization to Golgi apparatus,1
5781,GO:0050966,detection of mechanical stimulus involved in sensory perception of pain,1
5842,GO:0021773,striatal medium spiny neuron differentiation,1
5843,GO:0032232,negative regulation of actin filament bundle assembly,1
5360,GO:0006959,humoral immune response,1
5844,GO:0045794,negative regulation of cell volume,1
5845,GO:0048170,positive regulation of long-term neuronal synaptic plasticity,1
5361,GO:0021670,lateral ventricle development,1
5362,GO:0035914,skeletal muscle cell differentiation,1
5846,GO:0051835,positive regulation of synapse structural plasticity,1
5365,GO:0048856,anatomical structure development,1
5828,GO:0005883,neurofilament,1
5340,GO:1903025,regulation of RNA polymerase II regulatory region sequence-specific DNA binding,1
5366,GO:0050855,regulation of B cell receptor signaling pathway,1
5367,GO:0051573,negative regulation of histone H3-K9 methylation,1
5368,GO:0005506,iron ion binding,1
5339,GO:0042974,retinoic acid receptor binding,1
5338,GO:0034770,histone H4-K20 methylation,1
5785,GO:0008627,intrinsic apoptotic signaling pathway in response to osmotic stress,1
5380,GO:0008286,insulin receptor signaling pathway,1
5823,GO:0016593,Cdc73/Paf1 complex,1
6137,GO:0016234,inclusion body,1
5322,GO:0032526,response to retinoic acid,1
5321,GO:0021854,hypothalamus development,1
6114,GO:0030521,androgen receptor signaling pathway,1
6138,GO:0019898,extrinsic component of membrane,1
6139,GO:0034274,Atg12-Atg5-Atg16 complex,1
5396,GO:0035091,phosphatidylinositol binding,1
5397,GO:0070822,Sin3-type complex,1
6140,GO:0035973,aggrephagy,1
5398,GO:0051382,kinetochore assembly,1
6141,GO:0097635,extrinsic component of autophagosome membrane,1
6142,GO:0001885,endothelial cell development,1
6143,GO:0006968,cellular defense response,1
6112,GO:0008047,enzyme activator activity,1
6111,GO:0072657,protein localization to membrane,1
5792,GO:0051402,neuron apoptotic process,1
6144,GO:0070728,leucine binding,1
6110,GO:0070863,positive regulation of protein exit from endoplasmic reticulum,1
6145,GO:0071233,cellular response to leucine,1
6146,GO:0071596,ubiquitin-dependent protein catabolic process via the N-end rule pathway,1
6147,GO:0045821,positive regulation of glycolytic process,1
546,GO:0009743,response to carbohydrate,1
6148,GO:0046889,positive regulation of lipid biosynthetic process,1
6149,GO:0098815,modulation of excitatory postsynaptic potential,1
5824,GO:0032784,"regulation of DNA-templated transcription, elongation",1
5879,GO:0042165,neurotransmitter binding,1
5880,GO:0051592,response to calcium ion,1
5406,GO:0030145,manganese ion binding,1
6115,GO:0035037,sperm entry,1
5825,GO:0051963,regulation of synapse assembly,1
6132,GO:0071894,histone H2B conserved C-terminal lysine ubiquitination,1
5876,GO:0015378,sodium:chloride symporter activity,1
5381,GO:0008360,regulation of cell shape,1
5864,GO:0042754,negative regulation of circadian rhythm,1
5865,GO:0051595,response to methylglyoxal,1
5866,GO:0140416,transcription regulator inhibitor activity,1
6133,GO:0003831,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity",1
6134,GO:0005545,1-phosphatidylinositol binding,1
5867,GO:1900181,negative regulation of protein localization to nucleus,1
5326,GO:0033142,progesterone receptor binding,1
5786,GO:0031226,intrinsic component of plasma membrane,1
6119,GO:1905528,positive regulation of Golgi lumen acidification,1
5325,GO:0032870,cellular response to hormone stimulus,1
5868,GO:1901675,negative regulation of histone H3-K27 acetylation,1
5869,GO:2000678,negative regulation of transcription regulatory region DNA binding,1
5382,GO:0022604,regulation of cell morphogenesis,1
5383,GO:0043568,positive regulation of insulin-like growth factor receptor signaling pathway,1
6118,GO:0070936,protein K48-linked ubiquitination,1
6117,GO:0050847,progesterone receptor signaling pathway,1
6116,GO:0042542,response to hydrogen peroxide,1
5872,GO:0009744,response to sucrose,1
5384,GO:0045840,positive regulation of mitotic nuclear division,1
5873,GO:0014054,positive regulation of gamma-aminobutyric acid secretion,1
5874,GO:0014074,response to purine-containing compound,1
5387,GO:0001222,transcription corepressor binding,1
5875,GO:0015185,gamma-aminobutyric acid transmembrane transporter activity,1
5787,GO:0033270,paranode region of axon,1
5788,GO:0034706,sodium channel complex,1
5826,GO:0001750,photoreceptor outer segment,1
5987,GO:0005785,signal recognition particle receptor complex,1
6069,GO:0051492,regulation of stress fiber assembly,1
6087,GO:0005902,microvillus,1
5963,GO:0010807,regulation of synaptic vesicle priming,1
5640,GO:0006641,triglyceride metabolic process,1
5962,GO:0007412,axon target recognition,1
5961,GO:0007274,neuromuscular synaptic transmission,1
